RecordID,ProductionDate,ProductionLine,Shift,MachineID,OperatorID,UnitsProduced,DefectiveUnits,DowntimeMinutes,CycleTimeSeconds,ProcessTempC
4011,2024-12-29,Line-C,Afternoon,M-303,OP-001,355,15,13,34.95,70.3
4012,2024-12-29,Line-C,Night,M-301,OP-020,532,14,28,36.21,59.5
4013,2024-12-29,Line-D,Morning,M-401,OP-020,507,6,0,32.8,61.1
4014,2024-12-29,Line-D,Afternoon,M-402,OP-001,374,9,19,30.68,64.5
4015,2024-12-29,Line-D,Night,M-401,OP-006,524,13,13,24.11,66.3
4016,2024-12-30,Line-A,Morning,M-102,OP-003,530,17,7,28.75,67.4
4017,2024-12-30,Line-A,Afternoon,M-101,OP-020,496,6,0,35.96,75.2
4018,2024-12-30,Line-A,Night,M-102,OP-018,443,3,9,29.06,72.0
4019,2024-12-30,Line-B,Morning,M-201,OP-006,483,18,15,46.33,70.4
4020,2024-12-30,Line-B,Afternoon,M-201,OP-006,543,19,62,33.28,70.8
4021,2024-12-30,Line-B,Night,M-201,OP-011,365,14,58,46.16,65.8
4022,2024-12-30,Line-C,Morning,M-301,OP-001,448,9,19,36.26,66.2
4023,2024-12-30,Line-C,Afternoon,M-302,OP-015,383,7,5,23.5,69.2
4024,2024-12-30,Line-C,Night,M-303,OP-015,467,22,21,44.43,62.7
4025,2024-12-30,Line-D,Morning,M-401,OP-015,430,7,38,33.92,72.3
4026,2024-12-30,Line-D,Afternoon,M-401,OP-020,565,31,12,37.1,72.1
4027,2024-12-30,Line-D,Night,M-401,OP-008,539,19,5,27.51,69.3
4028,2024-12-31,Line-A,Morning,M-101,OP-001,469,10,35,27.61,66.8
4029,2024-12-31,Line-A,Afternoon,M-102,OP-017,490,8,0,27.1,70.7
4030,2024-12-31,Line-A,Night,M-102,OP-003,566,4,0,30.15,59.7
4031,2024-12-31,Line-B,Morning,M-202,OP-018,453,0,32,26.15,74.6
4032,2024-12-31,Line-B,Afternoon,M-201,OP-015,546,21,18,41.03,67.6
4033,2024-12-31,Line-B,Night,M-201,OP-010,500,19,46,43.33,66.6
4034,2024-12-31,Line-C,Morning,M-303,OP-002,437,19,22,42.29,68.3
4035,2024-12-31,Line-C,Afternoon,M-303,OP-017,495,31,33,47.02,68.9
4036,2024-12-31,Line-C,Night,M-302,OP-014,465,8,11,31.4,64.2
4037,2024-12-31,Line-D,Morning,M-401,OP-005,392,10,25,33.73,68.6
4038,2024-12-31,Line-D,Afternoon,M-401,OP-006,526,13,23,25.7,63.6
4039,2024-12-31,Line-D,Night,M-402,OP-005,456,8,8,20.62,74.9
4040,2025-01-01,Line-A,Morning,M-102,OP-007,463,9,30,18.28,66.0
4041,2025-01-01,Line-A,Afternoon,M-102,OP-003,456,7,9,37.24,70.7
4042,2025-01-01,Line-A,Night,M-102,OP-008,537,10,0,19.6,61.9
4043,2025-01-01,Line-B,Morning,M-202,OP-010,501,9,8,28.16,76.0
4044,2025-01-01,Line-B,Afternoon,M-202,OP-015,430,12,12,29.7,72.7
4045,2025-01-01,Line-B,Night,M-202,OP-020,567,9,23,31.82,68.0
4046,2025-01-01,Line-C,Afternoon,M-303,OP-010,492,19,30,39.1,71.6
4047,2025-01-01,Line-D,Morning,M-402,OP-010,474,2,1,14.0,66.0
4048,2025-01-01,Line-D,Afternoon,M-401,OP-019,482,8,41,32.87,70.1
4049,2025-01-01,Line-D,Night,M-402,OP-015,381,5,4,26.07,64.8
4050,2025-01-02,Line-A,Morning,M-101,OP-005,371,2,25,29.29,66.0
4051,2025-01-02,Line-A,Afternoon,M-102,OP-013,479,14,12,32.7,64.6
4052,2025-01-02,Line-A,Night,M-101,OP-001,442,10,40,37.15,70.3
4053,2025-01-02,Line-B,Morning,M-202,OP-005,489,16,23,18.53,63.8
4054,2025-01-02,Line-B,Afternoon,M-202,OP-012,500,0,0,26.5,67.0
4055,2025-01-02,Line-B,Night,M-202,OP-016,462,7,24,28.67,66.5
4056,2025-01-02,Line-C,Morning,M-301,OP-012,399,11,1,24.56,68.9
4057,2025-01-02,Line-C,Afternoon,M-303,OP-017,433,17,38,40.37,77.2
4058,2025-01-02,Line-C,Night,M-302,OP-013,475,11,0,25.7,63.7
4059,2025-01-02,Line-D,Morning,M-402,OP-006,422,9,27,31.72,67.1
4060,2025-01-02,Line-D,Afternoon,M-402,OP-006,442,13,43,30.68,71.8
4061,2025-01-02,Line-D,Night,M-402,OP-001,500,13,0,27.56,69.6
4062,2025-01-03,Line-A,Morning,M-101,OP-011,552,5,0,27.51,72.0
4063,2025-01-03,Line-A,Afternoon,M-101,OP-008,384,2,14,29.42,70.4
4064,2025-01-03,Line-A,Night,M-101,OP-007,406,6,29,24.04,73.9
4065,2025-01-03,Line-B,Morning,M-202,OP-019,415,11,6,24.28,66.0
4066,2025-01-03,Line-B,Afternoon,M-201,OP-017,512,23,51,49.18,63.3
4067,2025-01-03,Line-B,Night,M-201,OP-012,404,13,21,47.52,70.2
4068,2025-01-03,Line-C,Morning,M-302,OP-004,447,8,33,39.54,69.0
4069,2025-01-03,Line-C,Afternoon,M-303,OP-003,320,15,49,43.12,70.9
4070,2025-01-03,Line-C,Night,M-303,OP-018,501,16,21,40.39,72.3
4071,2025-01-03,Line-D,Morning,M-401,OP-015,434,10,16,37.93,67.8
4072,2025-01-03,Line-D,Afternoon,M-401,OP-008,374,9,44,33.56,64.8
4073,2025-01-03,Line-D,Night,M-401,OP-008,415,4,42,28.36,65.3
4074,2025-01-04,Line-A,Morning,M-102,OP-006,470,7,35,24.93,72.7
4075,2025-01-04,Line-A,Night,M-102,OP-003,487,15,35,30.42,66.7
4076,2025-01-04,Line-B,Morning,M-201,OP-005,483,21,10,49.76,69.0
4077,2025-01-04,Line-B,Afternoon,M-201,OP-007,410,10,0,45.85,65.5
4078,2025-01-04,Line-B,Night,M-202,OP-015,452,10,4,32.73,68.4
4079,2025-01-04,Line-C,Morning,M-301,OP-011,474,1,0,33.01,65.3
4080,2025-01-04,Line-C,Afternoon,M-301,OP-007,552,23,21,37.46,70.9
4081,2025-01-04,Line-C,Night,M-302,OP-003,447,9,42,27.38,63.8
4082,2025-01-04,Line-D,Morning,M-401,OP-018,411,7,0,38.37,68.9
4083,2025-01-04,Line-D,Afternoon,M-402,OP-010,538,8,0,23.45,64.4
4084,2025-01-04,Line-D,Night,M-402,OP-004,500,12,21,22.56,68.0
4085,2025-01-05,Line-A,Morning,M-102,OP-007,418,9,19,24.14,71.9
4086,2025-01-05,Line-A,Afternoon,M-102,OP-001,620,16,9,28.42,67.2
4087,2025-01-05,Line-A,Night,M-102,OP-020,434,9,0,20.55,68.9
4088,2025-01-05,Line-B,Morning,M-201,OP-011,481,19,15,43.45,64.0
4089,2025-01-05,Line-B,Afternoon,M-202,OP-010,471,17,21,23.15,62.9
4090,2025-01-05,Line-B,Night,M-201,OP-011,489,15,4,44.66,69.3
4091,2025-01-05,Line-C,Morning,M-303,OP-017,507,24,34,38.69,70.1
4092,2025-01-05,Line-C,Afternoon,M-302,OP-004,571,7,0,24.32,64.5
4093,2025-01-05,Line-C,Night,M-301,OP-016,492,0,18,33.22,60.8
4094,2025-01-05,Line-D,Afternoon,M-402,OP-016,421,8,9,32.6,67.4
4095,2025-01-05,Line-D,Night,M-401,OP-014,555,8,0,24.68,70.9
4096,2025-01-06,Line-A,Morning,M-101,OP-015,481,12,21,19.9,63.4
4097,2025-01-06,Line-A,Afternoon,M-101,OP-007,418,4,5,35.0,72.8
4098,2025-01-06,Line-A,Night,M-101,OP-007,462,7,1,30.45,68.8
4099,2025-01-06,Line-B,Morning,M-202,OP-011,528,14,0,29.24,73.5
4100,2025-01-06,Line-B,Afternoon,M-202,OP-004,453,13,7,30.87,63.5
4101,2025-01-06,Line-B,Night,M-201,OP-019,414,22,48,42.13,63.1
4102,2025-01-06,Line-C,Morning,M-302,OP-006,482,15,38,28.42,61.4
4103,2025-01-06,Line-C,Afternoon,M-302,OP-006,530,8,26,31.41,64.5
4104,2025-01-06,Line-C,Night,M-303,OP-006,483,28,32,36.83,61.6
4105,2025-01-06,Line-D,Morning,M-402,OP-020,433,6,24,24.4,74.2
4106,2025-01-06,Line-D,Afternoon,M-402,OP-008,399,16,37,30.71,61.4
4107,2025-01-06,Line-D,Night,M-402,OP-010,476,7,0,31.46,64.7
4108,2025-01-07,Line-A,Morning,M-102,OP-011,437,7,3,40.39,65.9
4109,2025-01-07,Line-A,Afternoon,M-102,OP-015,506,10,17,32.15,71.5
4110,2025-01-07,Line-A,Night,M-102,OP-014,495,10,12,29.31,64.4
4111,2025-01-07,Line-B,Afternoon,M-201,OP-014,476,23,41,42.9,67.1
4112,2025-01-07,Line-B,Night,M-201,OP-015,476,19,39,40.89,68.7
4113,2025-01-07,Line-C,Morning,M-301,OP-007,540,6,20,30.17,76.1
4114,2025-01-07,Line-C,Afternoon,M-303,OP-009,467,24,35,35.06,65.9
4115,2025-01-07,Line-C,Night,M-302,OP-001,532,7,0,29.84,63.6
4116,2025-01-07,Line-D,Morning,M-402,OP-011,487,16,23,37.68,65.8
4117,2025-01-07,Line-D,Afternoon,M-401,OP-007,471,4,1,25.37,62.8
4118,2025-01-07,Line-D,Night,M-402,OP-009,561,0,32,36.23,70.0
4119,2025-01-08,Line-A,Morning,M-101,OP-006,413,1,3,33.13,68.0
4120,2025-01-08,Line-A,Afternoon,M-102,OP-019,417,12,37,28.87,68.4
4121,2025-01-08,Line-A,Night,M-101,OP-013,389,5,19,31.77,66.0
4122,2025-01-08,Line-B,Morning,M-202,OP-008,463,6,7,32.12,60.1
4123,2025-01-08,Line-B,Afternoon,M-202,OP-002,475,10,3,27.6,66.2
4124,2025-01-08,Line-B,Night,M-202,OP-009,451,8,13,19.5,70.6
4125,2025-01-08,Line-C,Morning,M-302,OP-010,462,17,0,25.66,67.2
4126,2025-01-08,Line-C,Afternoon,M-301,OP-003,504,0,0,32.96,64.2
4127,2025-01-08,Line-C,Night,M-303,OP-014,562,23,21,45.05,74.4
4128,2025-01-08,Line-D,Morning,M-401,OP-019,504,15,37,25.39,71.8
4129,2025-01-08,Line-D,Afternoon,M-401,OP-018,388,9,10,36.21,72.7
4130,2025-01-08,Line-D,Night,M-401,OP-011,514,11,19,30.31,67.8
4131,2025-01-09,Line-A,Morning,M-102,OP-018,566,19,9,31.19,68.3
4132,2025-01-09,Line-A,Afternoon,M-102,OP-001,383,6,35,26.25,76.5
4133,2025-01-09,Line-A,Night,M-101,OP-011,550,12,20,25.41,66.9
4134,2025-01-09,Line-B,Morning,M-202,OP-015,566,7,27,23.11,63.2
4135,2025-01-09,Line-B,Afternoon,M-201,OP-006,594,27,26,48.81,73.0
4136,2025-01-09,Line-B,Night,M-201,OP-015,535,21,30,43.56,70.8
4137,2025-01-09,Line-C,Morning,M-301,OP-009,449,9,16,36.43,71.0
4138,2025-01-09,Line-C,Afternoon,M-303,OP-001,389,17,21,44.84,71.7
4139,2025-01-09,Line-C,Night,M-303,OP-014,486,21,36,43.04,65.4
4140,2025-01-09,Line-D,Morning,M-402,OP-002,406,0,31,32.48,69.5
4141,2025-01-09,Line-D,Afternoon,M-401,OP-017,555,3,0,31.92,69.2
4142,2025-01-09,Line-D,Night,M-402,OP-002,376,8,5,25.96,66.7
4143,2025-01-10,Line-A,Morning,M-102,OP-018,333,4,1,32.79,67.4
4144,2025-01-10,Line-A,Afternoon,M-102,OP-003,518,0,0,32.78,66.8
4145,2025-01-10,Line-A,Night,M-101,OP-018,530,0,22,26.8,65.1
4146,2025-01-10,Line-B,Morning,M-201,OP-017,539,31,50,52.19,73.1
4147,2025-01-10,Line-B,Afternoon,M-201,OP-019,432,20,29,52.15,72.4
4148,2025-01-10,Line-B,Night,M-201,OP-003,468,25,16,43.25,64.2
4149,2025-01-10,Line-C,Morning,M-302,OP-009,378,10,25,32.29,67.3
4150,2025-01-10,Line-C,Afternoon,M-303,OP-005,404,13,20,40.83,72.3
4151,2025-01-10,Line-C,Night,M-301,OP-006,543,1,1,26.4,57.9
4152,2025-01-10,Line-D,Morning,M-402,OP-015,513,8,10,36.73,68.4
4153,2025-01-10,Line-D,Afternoon,M-402,OP-001,454,11,27,31.48,70.8
4154,2025-01-10,Line-D,Night,M-402,OP-001,471,8,13,26.23,65.7
4155,2025-01-11,Line-A,Morning,M-102,OP-001,562,21,35,23.38,62.3
4156,2025-01-11,Line-A,Night,M-101,OP-009,408,8,0,27.06,73.6
4157,2025-01-11,Line-B,Morning,M-202,OP-018,538,7,5,32.84,71.7
4158,2025-01-11,Line-B,Afternoon,M-201,OP-019,448,19,26,35.34,67.1
4159,2025-01-11,Line-B,Night,M-201,OP-007,462,15,44,44.42,70.8
4160,2025-01-11,Line-C,Morning,M-301,OP-010,433,0,19,26.68,64.4
4161,2025-01-11,Line-C,Afternoon,M-301,OP-018,404,6,35,27.47,63.6
4162,2025-01-11,Line-C,Night,M-301,OP-005,519,10,0,33.31,76.5
4163,2025-01-11,Line-D,Morning,M-401,OP-011,323,2,0,29.62,72.0
4164,2025-01-11,Line-D,Afternoon,M-401,OP-007,486,16,24,38.51,72.6
4165,2025-01-11,Line-D,Night,M-401,OP-014,455,8,0,28.85,68.2
4166,2025-01-12,Line-A,Morning,M-101,OP-007,474,15,7,25.34,64.5
4167,2025-01-12,Line-A,Afternoon,M-101,OP-005,519,2,8,36.64,69.2
4168,2025-01-12,Line-A,Night,M-102,OP-004,475,8,0,25.71,67.2
4169,2025-01-12,Line-B,Morning,M-202,OP-001,496,14,13,36.76,74.4
4170,2025-01-12,Line-B,Afternoon,M-201,OP-013,527,30,20,36.25,70.1
4171,2025-01-12,Line-C,Morning,M-301,OP-007,399,6,23,37.07,67.0
4172,2025-01-12,Line-C,Afternoon,M-303,OP-004,441,21,18,41.13,68.0
4173,2025-01-12,Line-C,Night,M-301,OP-017,478,9,0,26.37,65.0
4174,2025-01-12,Line-D,Morning,M-401,OP-006,382,8,25,33.98,67.0
4175,2025-01-12,Line-D,Afternoon,M-401,OP-016,431,11,21,31.09,75.0
4176,2025-01-12,Line-D,Night,M-402,OP-011,478,7,6,22.2,70.6
4177,2025-01-13,Line-A,Morning,M-101,OP-003,473,11,39,28.05,58.6
4178,2025-01-13,Line-A,Afternoon,M-102,OP-016,508,10,1,31.99,71.1
4179,2025-01-13,Line-A,Night,M-101,OP-015,423,6,34,26.39,68.3
4180,2025-01-13,Line-B,Afternoon,M-202,OP-013,322,1,14,36.14,62.6
4181,2025-01-13,Line-B,Night,M-201,OP-012,484,20,49,35.91,69.7
4182,2025-01-13,Line-C,Morning,M-302,OP-003,440,9,13,28.74,69.9
4183,2025-01-13,Line-C,Afternoon,M-303,OP-010,482,21,29,42.39,68.9
4184,2025-01-13,Line-C,Night,M-303,OP-003,420,17,19,41.8,65.6
4185,2025-01-13,Line-D,Morning,M-402,OP-016,526,13,0,29.99,70.6
4186,2025-01-13,Line-D,Night,M-402,OP-002,469,5,0,34.27,71.6
4187,2025-01-14,Line-A,Morning,M-101,OP-006,467,12,0,36.64,67.4
4188,2025-01-14,Line-A,Afternoon,M-101,OP-017,488,7,32,24.7,73.9
4189,2025-01-14,Line-A,Night,M-102,OP-002,503,12,7,23.46,71.7
4190,2025-01-14,Line-B,Afternoon,M-202,OP-012,498,16,9,27.9,73.6
4191,2025-01-14,Line-B,Night,M-201,OP-014,594,27,23,46.05,67.0
4192,2025-01-14,Line-C,Morning,M-303,OP-005,515,22,58,38.5,69.9
4193,2025-01-14,Line-C,Afternoon,M-303,OP-006,450,19,28,45.69,71.7
4194,2025-01-14,Line-C,Night,M-301,OP-006,513,9,14,34.49,71.7
4195,2025-01-14,Line-D,Afternoon,M-402,OP-012,318,5,8,33.35,67.7
4196,2025-01-14,Line-D,Night,M-402,OP-020,523,4,15,34.5,62.1
4197,2025-01-15,Line-A,Morning,M-101,OP-011,630,19,12,25.86,67.3
4198,2025-01-15,Line-A,Night,M-101,OP-014,485,11,34,27.62,70.3
4199,2025-01-15,Line-B,Afternoon,M-201,OP-006,402,16,40,45.46,65.0
4200,2025-01-15,Line-B,Night,M-202,OP-008,453,15,29,31.04,59.1
4201,2025-01-15,Line-C,Morning,M-301,OP-004,630,11,7,27.39,69.5
4202,2025-01-15,Line-C,Afternoon,M-302,OP-014,503,14,0,28.44,76.1
4203,2025-01-15,Line-C,Night,M-303,OP-015,493,21,20,44.53,72.1
4204,2025-01-15,Line-D,Morning,M-401,OP-010,532,8,17,38.36,72.3
4205,2025-01-15,Line-D,Afternoon,M-402,OP-005,432,0,16,33.99,63.6
4206,2025-01-15,Line-D,Night,M-402,OP-020,479,7,13,27.28,73.2
4207,2025-01-16,Line-A,Morning,M-101,OP-016,488,4,25,23.68,73.1
4208,2025-01-16,Line-A,Afternoon,M-101,OP-005,539,17,9,27.52,68.3
4209,2025-01-16,Line-A,Night,M-101,OP-005,474,5,3,28.17,63.3
4210,2025-01-16,Line-B,Morning,M-201,OP-004,520,23,30,36.45,63.4
4211,2025-01-16,Line-B,Afternoon,M-202,OP-020,596,7,21,30.81,56.9
4212,2025-01-16,Line-B,Night,M-201,OP-009,587,30,23,41.86,63.4
4213,2025-01-16,Line-C,Morning,M-303,OP-010,589,21,27,38.35,68.3
4214,2025-01-16,Line-C,Afternoon,M-302,OP-019,562,20,6,31.89,68.3
4215,2025-01-16,Line-C,Night,M-303,OP-009,421,29,55,42.95,74.3
4216,2025-01-16,Line-D,Morning,M-401,OP-011,552,10,16,37.56,64.2
4217,2025-01-16,Line-D,Afternoon,M-401,OP-019,580,9,34,29.97,69.4
4218,2025-01-16,Line-D,Night,M-401,OP-013,477,6,7,36.9,58.7
4219,2025-01-17,Line-A,Morning,M-101,OP-006,405,4,0,37.55,73.0
4220,2025-01-17,Line-A,Night,M-101,OP-006,515,6,32,22.06,76.6
4221,2025-01-17,Line-B,Morning,M-201,OP-019,438,19,28,36.63,75.7
4222,2025-01-17,Line-B,Afternoon,M-202,OP-007,527,16,0,30.9,70.1
4223,2025-01-17,Line-B,Night,M-202,OP-015,496,3,28,30.61,64.2
4224,2025-01-17,Line-C,Morning,M-302,OP-020,368,9,48,24.92,68.7
4225,2025-01-17,Line-C,Afternoon,M-302,OP-004,546,3,4,25.7,71.9
4226,2025-01-17,Line-C,Night,M-303,OP-017,559,26,22,39.79,65.5
4227,2025-01-17,Line-D,Morning,M-402,OP-006,421,7,20,32.45,68.0
4228,2025-01-17,Line-D,Afternoon,M-402,OP-018,483,8,0,30.8,65.7
4229,2025-01-17,Line-D,Night,M-401,OP-011,399,9,2,31.14,71.4
4230,2025-01-18,Line-A,Morning,M-102,OP-003,422,8,0,37.66,62.6
4231,2025-01-18,Line-A,Afternoon,M-102,OP-001,449,14,8,24.01,70.9
4232,2025-01-18,Line-A,Night,M-101,OP-004,521,6,4,27.82,67.2
4233,2025-01-18,Line-B,Morning,M-202,OP-004,366,6,38,25.52,65.7
4234,2025-01-18,Line-B,Afternoon,M-202,OP-005,408,10,30,35.9,63.0
4235,2025-01-18,Line-B,Night,M-202,OP-015,509,16,19,32.39,66.1
4236,2025-01-18,Line-C,Morning,M-301,OP-017,493,15,16,23.76,66.2
4237,2025-01-18,Line-C,Afternoon,M-303,OP-007,552,27,36,39.23,72.8
4238,2025-01-18,Line-C,Night,M-303,OP-008,579,33,56,40.21,66.0
4239,2025-01-18,Line-D,Morning,M-401,OP-012,470,9,33,35.83,70.2
4240,2025-01-18,Line-D,Afternoon,M-401,OP-019,394,0,15,34.4,67.7
4241,2025-01-18,Line-D,Night,M-401,OP-018,594,4,0,26.68,65.2
4242,2025-01-19,Line-A,Morning,M-101,OP-017,511,7,0,34.46,61.0
4243,2025-01-19,Line-A,Afternoon,M-101,OP-004,415,1,15,30.93,75.7
4244,2025-01-19,Line-A,Night,M-101,OP-005,534,17,16,25.12,68.5
4245,2025-01-19,Line-B,Morning,M-202,OP-007,515,13,4,32.44,64.3
4246,2025-01-19,Line-B,Afternoon,M-202,OP-010,417,3,12,24.11,66.3
4247,2025-01-19,Line-B,Night,M-202,OP-016,534,4,4,30.36,69.0
4248,2025-01-19,Line-C,Morning,M-301,OP-010,450,12,20,35.7,67.7
4249,2025-01-19,Line-C,Night,M-303,OP-010,449,17,39,40.11,65.7
4250,2025-01-19,Line-D,Morning,M-401,OP-002,453,5,14,22.94,69.2
4251,2025-01-19,Line-D,Afternoon,M-401,OP-005,520,6,40,30.09,61.8
4252,2025-01-19,Line-D,Night,M-401,OP-008,463,9,18,28.71,64.0
4253,2025-01-20,Line-A,Morning,M-101,OP-014,414,5,3,24.33,65.1
4254,2025-01-20,Line-A,Afternoon,M-101,OP-008,519,18,23,36.53,71.9
4255,2025-01-20,Line-A,Night,M-101,OP-008,529,8,14,27.9,67.1
4256,2025-01-20,Line-B,Morning,M-202,OP-005,484,12,18,29.19,68.2
4257,2025-01-20,Line-B,Afternoon,M-201,OP-019,506,26,12,36.61,72.4
4258,2025-01-20,Line-B,Night,M-201,OP-007,476,19,31,40.68,70.2
4259,2025-01-20,Line-C,Morning,M-303,OP-009,413,19,38,43.98,68.9
4260,2025-01-20,Line-C,Afternoon,M-301,OP-004,510,6,0,42.29,66.8
4261,2025-01-20,Line-C,Night,M-303,OP-004,468,24,58,39.28,64.0
4262,2025-01-20,Line-D,Morning,M-402,OP-008,405,14,0,29.86,64.1
4263,2025-01-20,Line-D,Afternoon,M-402,OP-004,393,6,0,26.54,76.0
4264,2025-01-20,Line-D,Night,M-402,OP-005,505,14,24,29.5,66.2
4265,2025-01-21,Line-A,Afternoon,M-102,OP-009,494,10,3,30.65,65.2
4266,2025-01-21,Line-A,Night,M-101,OP-013,469,7,0,18.24,64.2
4267,2025-01-21,Line-B,Morning,M-202,OP-004,588,9,23,19.38,64.0
4268,2025-01-21,Line-B,Afternoon,M-202,OP-019,398,6,48,32.3,74.8
4269,2025-01-21,Line-B,Night,M-202,OP-010,464,15,43,29.45,65.8
4270,2025-01-21,Line-C,Morning,M-301,OP-003,400,6,13,40.15,62.8
4271,2025-01-21,Line-C,Afternoon,M-303,OP-020,483,13,28,43.56,70.1
4272,2025-01-21,Line-C,Night,M-301,OP-016,515,11,20,30.23,63.8
4273,2025-01-21,Line-D,Morning,M-402,OP-014,368,5,9,36.27,67.6
4274,2025-01-21,Line-D,Night,M-402,OP-009,468,10,7,34.05,75.9
4275,2025-01-22,Line-A,Morning,M-102,OP-014,611,12,17,37.89,67.4
4276,2025-01-22,Line-A,Afternoon,M-102,OP-012,520,3,7,35.78,65.1
4277,2025-01-22,Line-A,Night,M-101,OP-016,472,1,42,36.32,68.8
4278,2025-01-22,Line-B,Morning,M-202,OP-008,510,11,32,27.41,70.9
4279,2025-01-22,Line-B,Afternoon,M-202,OP-004,544,16,0,27.0,63.9
4280,2025-01-22,Line-B,Night,M-202,OP-018,488,0,0,40.85,70.5
4281,2025-01-22,Line-C,Morning,M-303,OP-013,487,24,37,46.99,65.5
4282,2025-01-22,Line-C,Afternoon,M-303,OP-013,491,23,19,48.38,66.2
4283,2025-01-22,Line-D,Morning,M-401,OP-019,541,10,36,24.79,63.7
4284,2025-01-22,Line-D,Afternoon,M-401,OP-012,425,8,35,37.97,58.8
4285,2025-01-22,Line-D,Night,M-402,OP-013,494,0,23,35.59,67.8
4286,2025-01-23,Line-A,Morning,M-101,OP-012,485,9,0,32.16,67.1
4287,2025-01-23,Line-A,Afternoon,M-102,OP-015,535,9,0,22.32,60.5
4288,2025-01-23,Line-A,Night,M-101,OP-013,558,7,17,38.92,65.7
4289,2025-01-23,Line-B,Morning,M-202,OP-001,442,7,12,39.44,74.3
4290,2025-01-23,Line-B,Afternoon,M-201,OP-001,517,31,32,43.5,66.8
4291,2025-01-23,Line-B,Night,M-202,OP-004,402,12,19,30.09,68.0
4292,2025-01-23,Line-C,Morning,M-302,OP-001,389,3,17,27.35,67.1
4293,2025-01-23,Line-C,Afternoon,M-302,OP-012,473,5,0,21.94,67.4
4294,2025-01-23,Line-C,Night,M-302,OP-012,517,1,11,31.41,64.0
4295,2025-01-23,Line-D,Morning,M-401,OP-009,565,8,10,29.19,60.9
4296,2025-01-23,Line-D,Afternoon,M-401,OP-011,540,5,8,32.99,73.8
4297,2025-01-23,Line-D,Night,M-402,OP-006,415,6,32,32.32,70.7
4298,2025-01-24,Line-A,Morning,M-102,OP-013,416,6,9,25.71,61.3
4299,2025-01-24,Line-A,Afternoon,M-101,OP-016,449,14,12,36.87,68.7
4300,2025-01-24,Line-A,Night,M-102,OP-012,434,13,15,34.81,63.7
4301,2025-01-24,Line-B,Morning,M-201,OP-011,542,30,39,37.97,67.8
4302,2025-01-24,Line-B,Afternoon,M-201,OP-003,516,24,44,47.06,65.4
4303,2025-01-24,Line-B,Night,M-202,OP-020,410,7,7,33.93,63.7
4304,2025-01-24,Line-C,Morning,M-301,OP-013,541,17,12,30.3,64.9
4305,2025-01-24,Line-C,Afternoon,M-303,OP-016,447,18,56,41.64,62.7
4306,2025-01-24,Line-C,Night,M-302,OP-012,495,13,11,37.35,71.1
4307,2025-01-24,Line-D,Morning,M-401,OP-011,417,5,15,21.67,69.3
4308,2025-01-24,Line-D,Night,M-402,OP-017,374,11,25,32.52,65.3
4309,2025-01-25,Line-A,Morning,M-102,OP-018,490,6,0,28.31,70.8
4310,2025-01-25,Line-A,Afternoon,M-102,OP-020,482,16,23,33.29,61.6
4311,2025-01-25,Line-A,Night,M-101,OP-003,462,3,9,26.53,66.5
4312,2025-01-25,Line-B,Morning,M-202,OP-009,543,12,27,22.0,68.2
4313,2025-01-25,Line-B,Afternoon,M-202,OP-018,538,18,0,28.24,72.1
4314,2025-01-25,Line-B,Night,M-201,OP-013,468,17,11,37.26,61.2
4315,2025-01-25,Line-C,Morning,M-303,OP-010,483,26,16,43.29,71.4
4316,2025-01-25,Line-C,Afternoon,M-301,OP-011,479,1,17,29.73,67.4
4317,2025-01-25,Line-C,Night,M-302,OP-002,447,8,19,41.95,68.4
4318,2025-01-25,Line-D,Morning,M-401,OP-009,570,12,10,30.74,63.1
4319,2025-01-25,Line-D,Night,M-401,OP-008,498,0,0,30.55,72.8
4320,2025-01-26,Line-A,Morning,M-102,OP-007,565,9,14,34.92,62.7
4321,2025-01-26,Line-A,Afternoon,M-102,OP-008,504,5,9,27.7,69.7
4322,2025-01-26,Line-A,Night,M-102,OP-015,513,14,17,30.86,75.4
4323,2025-01-26,Line-B,Morning,M-201,OP-014,388,24,30,44.85,66.7
4324,2025-01-26,Line-B,Afternoon,M-202,OP-019,437,10,27,32.37,65.8
4325,2025-01-26,Line-B,Night,M-202,OP-009,696,21,26,28.24,65.5
4326,2025-01-26,Line-C,Morning,M-302,OP-009,463,13,0,24.66,70.2
4327,2025-01-26,Line-C,Afternoon,M-302,OP-008,499,5,0,37.19,69.4
4328,2025-01-26,Line-C,Night,M-302,OP-003,398,2,6,33.66,70.4
4329,2025-01-26,Line-D,Morning,M-401,OP-011,547,2,15,37.13,73.3
4330,2025-01-26,Line-D,Afternoon,M-401,OP-018,501,21,21,35.21,68.2
4331,2025-01-26,Line-D,Night,M-401,OP-017,433,4,14,28.94,60.9
4332,2025-01-27,Line-A,Morning,M-102,OP-004,418,6,22,29.92,67.7
4333,2025-01-27,Line-A,Afternoon,M-101,OP-012,420,8,31,30.78,62.0
4334,2025-01-27,Line-A,Night,M-101,OP-015,404,10,8,29.63,65.5
4335,2025-01-27,Line-B,Morning,M-201,OP-015,510,21,32,37.74,71.7
4336,2025-01-27,Line-B,Afternoon,M-202,OP-019,466,11,0,38.67,73.1
4337,2025-01-27,Line-B,Night,M-201,OP-001,365,13,42,35.4,67.5
4338,2025-01-27,Line-C,Morning,M-303,OP-002,505,22,43,38.53,59.0
